id,order_no,customer_name,total_amount,status,order_date
2423,"20250614003","有约渔具店",1119,"completed","2001-06-13"
2424,"20250616003","有约渔具店",1326,"completed","2001-06-15"
2425,"20250617003","有约渔具店",1062,"completed","2001-06-16"
2426,"20250618008","有约渔具店",1422,"completed","2001-06-17"
2427,"20250622008","有约渔具店",923.5,"completed","2001-06-21"
2428,"20250623002","有约渔具店",681,"completed","2001-06-22"
2429,"20250624001","有约渔具店",1020,"completed","2001-06-23"
2430,"20250630005","有约渔具店",911,"completed","2001-06-29"
2431,"20250702005","有约渔具店",929.5,"completed","2001-07-01"
2432,"20250709002","有约渔具店",919,"completed","2001-07-08"
2433,"20250712006","有约渔具店",863,"completed","2001-07-11"
2434,"20250716003","有约渔具店",979,"completed","2001-07-15"
2435,"20250718004","有约渔具店",1337,"completed","2001-07-17"
2436,"20250722008","有约渔具店",692,"completed","2001-07-21"
2437,"20250724005","有约渔具店",973,"completed","2001-07-23"
2438,"20250726004","有约渔具店",324,"completed","2001-07-25"
2439,"20250728003","有约渔具店",671.5,"completed","2001-07-27"
2440,"20250730003","有约渔具店",1114,"completed","2001-07-29"
2441,"20250731004","有约渔具店",630,"completed","2001-07-30"
2442,"20250805006","有约渔具店",499,"completed","2001-08-04"
2443,"20250807005","有约渔具店",813,"completed","2001-08-06"
2444,"20250809002","有约渔具店",300,"completed","2001-08-08"
2445,"20250813007","有约渔具店",2145,"completed","2001-08-12"
2446,"20250816004","有约渔具店",945.5,"completed","2001-08-15"
2447,"20250820004","有约渔具店",1371,"completed","2001-08-19"
2448,"20250822005","有约渔具店",900,"completed","2001-08-21"
2449,"20250824005","有约渔具店",855,"completed","2001-08-23"
2450,"20250825004","有约渔具店",900,"completed","2001-08-24"
2451,"20250831003","有约渔具店",1982,"completed","2001-08-30"
2452,"20250904005","有约渔具店",924,"completed","2001-09-03"
2453,"20250905004","有约渔具店",704,"completed","2001-09-04"
2454,"20250906007","有约渔具店",750,"completed","2001-09-05"
2455,"20250908004","有约渔具店",1560,"completed","2001-09-07"
2456,"20250909006","有约渔具店",450,"completed","2001-09-08"
2457,"20250915003","有约渔具店",1656,"completed","2001-09-14"
2458,"20250917001","有约渔具店",1475,"completed","2001-09-16"
2459,"20250919004","有约渔具店",270.5,"completed","2001-09-18"
2460,"20250924003","有约渔具店",803,"completed","2001-09-23"
2461,"20250112001","望江渔具",279.5,"completed","2001-01-11"
2462,"20250329003","望江渔具",494.2,"completed","2001-03-28"
2463,"20250503002","望江渔具",124.5,"completed","2001-05-02"
2464,"20250603004","望江渔具",105.5,"completed","2001-06-02"
2465,"20250803005","望江渔具",130.4,"completed","2001-08-02"
2466,"20250808001","望江渔具",125.5,"completed","2001-08-07"
2467,"20250813010","望江渔具",183,"completed","2001-08-12"
2468,"20250823006","望江渔具",242.09999999999997,"completed","2001-08-22"
2469,"20250903003","望江渔具",458,"completed","2001-09-02"
2470,"20250111001","李超",236,"completed","2001-01-10"
2471,"20250112004","李超",95,"completed","2001-01-11"
2472,"20250114001","李超",273,"completed","2001-01-13"
2473,"20250119002","李超",434,"completed","2001-01-18"
2474,"20250204001","李超",584,"completed","2001-02-03"
2475,"20250215003","李超",186,"completed","2001-02-14"
2476,"20250312001","李超",244.4,"completed","2001-03-11"
2477,"20250404005","李超",1339.5,"completed","2001-04-03"
2478,"20250417002","李超",60,"completed","2001-04-16"
2479,"20250424005","李超",558,"completed","2001-04-23"
2480,"20250429004","李超",495.6,"completed","2001-04-28"
2481,"20250504012","李超",501,"completed","2001-05-03"
2482,"20250507004","李超",60,"completed","2001-05-06"
2483,"20250515005","李超",135,"completed","2001-05-14"
2484,"20250518007","李超",135,"completed","2001-05-17"
2485,"20250523008","李超",312,"completed","2001-05-22"
2486,"20250528006","李超",362.5,"completed","2001-05-27"
2487,"20250530005","李超",529,"completed","2001-05-29"
2488,"20250531003","李超",165,"completed","2001-05-30"
2489,"20250614001","李超",655,"completed","2001-06-13"
2490,"20250619008","李超",428.5,"completed","2001-06-18"
2491,"20250625002","李超",454,"completed","2001-06-24"
2492,"20250625003","李超",450,"completed","2001-06-24"
2493,"20250712001","李超",40,"completed","2001-07-11"
2494,"20250716005","李超",432,"completed","2001-07-15"
2495,"20250719002","李超",135,"completed","2001-07-18"
2496,"20250723004","李超",165,"completed","2001-07-22"
2497,"20250728005","李超",1366,"completed","2001-07-27"
2498,"20250805003","李超",374,"completed","2001-08-04"
2499,"20250813001","李超",495.1,"completed","2001-08-12"
2500,"20250823003","李超",60,"completed","2001-08-22"
2501,"20250825006","李超",684.9,"completed","2001-08-24"
2502,"20250828003","李超",63,"completed","2001-08-27"
2503,"20250906005","李超",1494.5,"completed","2001-09-05"
2504,"20250922003","李超",231.6,"completed","2001-09-21"
2505,"20250626003","杨柳",754,"completed","2001-06-25"
2506,"20250714003","杨柳",1079.5,"completed","2001-07-13"
2507,"20250722003","杨柳",1025,"completed","2001-07-21"
2508,"20250726009","杨柳",1109,"completed","2001-07-25"
2509,"20250805010","杨柳",564,"completed","2001-08-04"
2510,"20250813004","杨柳",624,"completed","2001-08-12"
2511,"20250228004","栗山洋帆百货超市",746,"completed","2001-02-27"
2512,"20250512003","栗山洋帆百货超市",748.5,"completed","2001-05-11"
2513,"20250312002","栗山洋帆超市",256.5,"completed","2001-03-11"
2514,"20250519002","栗山洋帆超市",204,"completed","2001-05-18"
2515,"20250623004","栗山洋帆超市",135,"completed","2001-06-22"
2516,"20250713002","栗山洋帆超市",554,"completed","2001-07-12"
2517,"20250812004","栗山洋帆超市",428,"completed","2001-08-11"
2518,"20250829002","栗山洋帆超市",1317,"completed","2001-08-28"
2519,"20250911001","栗山洋帆超市",156,"completed","2001-09-10"
2520,"20250923001","栗山洋帆超市",360,"completed","2001-09-22"
2521,"20250424004","栗山洋百货帆超市",907,"completed","2001-04-23"
2522,"20250621001","栗山洋百货帆超市",1247.1,"completed","2001-06-20"
2523,"20250626008","栗山洋百货帆超市",673.5,"completed","2001-06-25"
2524,"20250422005","桃林华哥",900,"completed","2001-04-21"
2525,"20250205003","水口徐老板",337,"completed","2001-02-04"
2526,"20250307001","水口徐老板",494,"completed","2001-03-06"
2527,"20250501007","水口徐老板",353,"completed","2001-04-30"
2528,"20250511005","水口徐老板",705,"completed","2001-05-10"
2529,"20250517009","水口徐老板",353.4,"completed","2001-05-16"
2530,"20250530007","水口徐老板",316,"completed","2001-05-29"
2531,"20250626007","水口徐老板",402.8,"completed","2001-06-25"
2532,"20250710003","水口徐老板",572,"completed","2001-07-09"
2533,"20250712004","水口徐老板",319.5,"completed","2001-07-11"
2534,"20250723003","水口徐老板",594.9,"completed","2001-07-22"
2535,"20250807002","水口徐老板",337,"completed","2001-08-06"
2536,"20250823009","水口徐老板",520.9,"completed","2001-08-22"
2537,"20250909005","水口徐老板",354.5,"completed","2001-09-08"
2538,"20250922002","水口徐老板",571.75,"completed","2001-09-21"
2539,"20250415003","江老板",870,"completed","2001-04-14"
2540,"20250615001","江老板",366,"completed","2001-06-14"
2541,"20250323006","汪建平",327.5,"completed","2001-03-22"
2542,"20250327008","汪建平",517.5,"completed","2001-03-26"
2543,"20250426006","汪建平",894,"completed","2001-04-25"
2544,"20250519005","汪建平",1317,"completed","2001-05-18"
2545,"20250527007","汪建平",513,"completed","2001-05-26"
2546,"20250529003","汪建平",584,"completed","2001-05-28"
2547,"20250611002","汪建平",305,"completed","2001-06-10"
2548,"20250802006","汪建平",508.5,"completed","2001-08-01"
2549,"20250906006","汪建平",500,"completed","2001-09-05"
2550,"20250122008","涛涛渔具",316,"completed","2001-01-21"
2551,"20250315006","涛涛渔具",70,"completed","2001-03-14"
2552,"20250801001","涛涛渔具",129.5,"completed","2001-07-31"
2553,"20250406004","渔你有约渔具店",400,"completed","2001-04-05"
2554,"20250419001","渔你有约渔具店",201,"completed","2001-04-18"
2555,"20250421005","渔你有约渔具店",1088,"completed","2001-04-20"
2556,"20250427001","渔你有约渔具店",2028,"completed","2001-04-26"
2557,"20250112002","湛立群",363,"completed","2001-01-11"
2558,"20250207003","湛立群",474,"completed","2001-02-06"
2559,"20250224004","湛立群",343,"completed","2001-02-23"
2560,"20250306001","湛立群",177,"completed","2001-03-05"
2561,"20250318004","湛立群",226,"completed","2001-03-17"
2562,"20250321003","湛立群",308,"completed","2001-03-20"
2563,"20250331001","湛立群",248,"completed","2001-03-30"
2564,"20250414002","湛立群",311,"completed","2001-04-13"
2565,"20250418006","湛立群",417.5,"completed","2001-04-17"
2566,"20250421006","湛立群",267,"completed","2001-04-20"
2567,"20250427004","湛立群",348.5,"completed","2001-04-26"
2568,"20250501006","湛立群",338,"completed","2001-04-30"
2569,"20250505005","湛立群",405,"completed","2001-05-04"
2570,"20250511001","湛立群",308,"completed","2001-05-10"
2571,"20250515004","湛立群",417.5,"completed","2001-05-14"
2572,"20250523005","湛立群",477,"completed","2001-05-22"
2573,"20250526004","湛立群",335,"completed","2001-05-25"
2574,"20250531001","湛立群",525,"completed","2001-05-30"
2575,"20250603007","湛立群",196,"completed","2001-06-02"
2576,"20250609006","湛立群",545,"completed","2001-06-08"
2577,"20250610005","湛立群",185,"completed","2001-06-09"
2578,"20250615003","湛立群",265.5,"completed","2001-06-14"
2579,"20250617001","湛立群",406,"completed","2001-06-16"
2580,"20250621002","湛立群",383,"completed","2001-06-20"
2581,"20250623008","湛立群",406.5,"completed","2001-06-22"
2582,"20250627002","湛立群",560,"completed","2001-06-26"
2583,"20250701002","湛立群",315.8,"completed","2001-06-30"
2584,"20250710004","湛立群",243,"completed","2001-07-09"
2585,"20250717004","湛立群",303,"completed","2001-07-16"
2586,"20250721002","湛立群",158,"completed","2001-07-20"
2587,"20250726002","湛立群",252.2,"completed","2001-07-25"
2588,"20250801003","湛立群",384,"completed","2001-07-31"
2589,"20250811001","湛立群",209,"completed","2001-08-10"
2590,"20250813009","湛立群",360.5,"completed","2001-08-12"
2591,"20250823010","湛立群",181,"completed","2001-08-22"
2592,"20250907003","湛立群",346.5,"completed","2001-09-06"
2593,"20250913003","湛立群",307,"completed","2001-09-12"
2594,"20250916003","湛立群",341.5,"completed","2001-09-15"
2595,"20250919008","湛立群",506,"completed","2001-09-18"
2596,"20250319001","潘老板",2054.5,"completed","2001-03-18"
2597,"20250319002","潘老板",2558,"completed","2001-03-18"
2598,"20250320001","潘老板",58,"completed","2001-03-19"
2599,"20250427002","潘老板",684,"completed","2001-04-26"
2600,"20250523002","潘老板",170,"completed","2001-05-22"
2601,"20250530004","潘老板",476,"completed","2001-05-29"
2602,"20250613001","潘老板",64.5,"completed","2001-06-12"
2603,"20250626002","潘老板",979.5,"completed","2001-06-25"
2604,"20250713001","潘老板",388,"completed","2001-07-12"
2605,"20250715007","潘老板",160,"completed","2001-07-14"
2606,"20250726008","潘老板",282,"completed","2001-07-25"
2607,"20250810006","潘老板",178,"completed","2001-08-09"
2608,"20250906004","潘老板",1784,"completed","2001-09-05"
2609,"20250916005","潘老板",490,"completed","2001-09-15"
2610,"20250603002","甘大师",258,"completed","2001-06-02"
2611,"20250801008","白塘水产",899.5,"completed","2001-07-31"
2612,"20250101003","白雪",240.5,"completed","2000-12-31"
2613,"20250101006","白雪",103,"completed","2000-12-31"
2614,"20250104003","白雪",324,"completed","2001-01-03"
2615,"20250106003","白雪",67.5,"completed","2001-01-05"
2616,"20250117002","白雪",145.5,"completed","2001-01-16"
2617,"20250119003","白雪",118,"completed","2001-01-18"
2618,"20250202001","白雪",382.5,"completed","2001-02-01"
2619,"20250203001","白雪",150,"completed","2001-02-02"
2620,"20250205001","白雪",173,"completed","2001-02-04"
2621,"20250220002","白雪",282.3,"completed","2001-02-19"
2622,"20250223001","白雪",92.5,"completed","2001-02-22"
2623,"20250225002","白雪",137,"completed","2001-02-24"
2624,"20250227003","白雪",128.5,"completed","2001-02-26"
2625,"20250301006","白雪",199.9,"completed","2001-02-28"
2626,"20250308005","白雪",300.6,"completed","2001-03-07"
2627,"20250310002","白雪",277,"completed","2001-03-09"
2628,"20250312003","白雪",115.9,"completed","2001-03-11"
2629,"20250315003","白雪",81.5,"completed","2001-03-14"
2630,"20250316003","白雪",192,"completed","2001-03-15"
2631,"20250319004","白雪",463.2,"completed","2001-03-18"
2632,"20250321005","白雪",234,"completed","2001-03-20"
2633,"20250322006","白雪",271.1,"completed","2001-03-21"
2634,"20250323005","白雪",209.4,"completed","2001-03-22"
2635,"20250323007","白雪",208.6,"completed","2001-03-22"
2636,"20250330003","白雪",217.8,"completed","2001-03-29"
2637,"20250402002","白雪",298,"completed","2001-04-01"
2638,"20250404004","白雪",326,"completed","2001-04-03"
2639,"20250405012","白雪",254.4,"completed","2001-04-04"
2640,"20250406005","白雪",263,"completed","2001-04-05"
2641,"20250408004","白雪",70,"completed","2001-04-07"
2642,"20250413002","白雪",472.9,"completed","2001-04-12"
2643,"20250416004","白雪",20,"completed","2001-04-15"
2644,"20250417003","白雪",76,"completed","2001-04-16"
2645,"20250420005","白雪",227.6,"completed","2001-04-19"
2646,"20250422003","白雪",146,"completed","2001-04-21"
2647,"20250424010","白雪",60,"completed","2001-04-23"
2648,"20250425004","白雪",182.6,"completed","2001-04-24"
2649,"20250426004","白雪",472.4,"completed","2001-04-25"
2650,"20250427005","白雪",130,"completed","2001-04-26"
2651,"20250428004","白雪",241,"completed","2001-04-27"
2652,"20250430006","白雪",168.5,"completed","2001-04-29"
2653,"20250502008","白雪",379.9,"completed","2001-05-01"
2654,"20250503004","白雪",249,"completed","2001-05-02"
2655,"20250504010","白雪",61.25,"completed","2001-05-03"
2656,"20250505006","白雪",272.6,"completed","2001-05-04"
2657,"20250506001","白雪",139.5,"completed","2001-05-05"
2658,"20250509007","白雪",300.2,"completed","2001-05-08"
2659,"20250510006","白雪",484.7,"completed","2001-05-09"
2660,"20250511004","白雪",170.5,"completed","2001-05-10"
2661,"20250513003","白雪",115,"completed","2001-05-12"
2662,"20250515006","白雪",220.4,"completed","2001-05-14"
2663,"20250516004","白雪",264.5,"completed","2001-05-15"
2664,"20250518001","白雪",468.3,"completed","2001-05-17"
2665,"20250523003","白雪",228.5,"completed","2001-05-22"
2666,"20250524008","白雪",192,"completed","2001-05-23"
2667,"20250526003","白雪",337,"completed","2001-05-25"
2668,"20250528005","白雪",199.4,"completed","2001-05-27"
2669,"20250529006","白雪",234,"completed","2001-05-28"
2670,"20250530002","白雪",265,"completed","2001-05-29"
2671,"20250531004","白雪",40,"completed","2001-05-30"
2672,"20250601007","白雪",155,"completed","2001-05-31"
2673,"20250602007","白雪",292,"completed","2001-06-01"
2674,"20250605003","白雪",310.09999999999997,"completed","2001-06-04"
2675,"20250608001","白雪",178,"completed","2001-06-07"
2676,"20250609001","白雪",334,"completed","2001-06-08"
2677,"20250609008","白雪",90.6,"completed","2001-06-08"
2678,"20250610007","白雪",309,"completed","2001-06-09"
2679,"20250611006","白雪",263.6,"completed","2001-06-10"
2680,"20250612005","白雪",142.2,"completed","2001-06-11"
2681,"20250613002","白雪",40,"completed","2001-06-12"
2682,"20250615007","白雪",241.4,"completed","2001-06-14"
2683,"20250615012","白雪",142,"completed","2001-06-14"
2684,"20250618001","白雪",54,"completed","2001-06-17"
2685,"20250619004","白雪",285.8,"completed","2001-06-18"
2686,"20250620004","白雪",135.2,"completed","2001-06-19"
2687,"20250622005","白雪",164.5,"completed","2001-06-21"
2688,"20250623005","白雪",300.4,"completed","2001-06-22"
2689,"20250624002","白雪",223,"completed","2001-06-23"
2690,"20250625001","白雪",358.3,"completed","2001-06-24"
2691,"20250626004","白雪",221.2,"completed","2001-06-25"
2692,"20250627001","白雪",202,"completed","2001-06-26"
2693,"20250628001","白雪",351.2,"completed","2001-06-27"
2694,"20250629008","白雪",261,"completed","2001-06-28"
2695,"20250630001","白雪",478.7,"completed","2001-06-29"
2696,"20250701004","白雪",118,"completed","2001-06-30"
2697,"20250709001","白雪",168,"completed","2001-07-08"
2698,"20250710002","白雪",83,"completed","2001-07-09"
2699,"20250711003","白雪",253.5,"completed","2001-07-10"
2700,"20250713006","白雪",207.8,"completed","2001-07-12"
2701,"20250714004","白雪",617.5,"completed","2001-07-13"
2702,"20250717003","白雪",307.2,"completed","2001-07-16"
2703,"20250719003","白雪",295,"completed","2001-07-18"
2704,"20250720002","白雪",171.9,"completed","2001-07-19"
2705,"20250722002","白雪",267,"completed","2001-07-21"
2706,"20250723002","白雪",286.70000000000005,"completed","2001-07-22"
2707,"20250724002","白雪",309.20000000000005,"completed","2001-07-23"
2708,"20250725008","白雪",82,"completed","2001-07-24"
2709,"20250727001","白雪",221,"completed","2001-07-26"
2710,"20250727010","白雪",183,"completed","2001-07-26"
2711,"20250729007","白雪",376,"completed","2001-07-28"
2712,"20250730004","白雪",243.3,"completed","2001-07-29"
2713,"20250801002","白雪",172.4,"completed","2001-07-31"
2714,"20250802009","白雪",68,"completed","2001-08-01"
2715,"20250804001","白雪",366.5,"completed","2001-08-03"
2716,"20250805011","白雪",57.5,"completed","2001-08-04"
2717,"20250807001","白雪",120.2,"completed","2001-08-06"
2718,"20250808005","白雪",161.4,"completed","2001-08-07"
2719,"20250811005","白雪",119,"completed","2001-08-10"
2720,"20250812007","白雪",292.9,"completed","2001-08-11"
2721,"20250813006","白雪",132,"completed","2001-08-12"
2722,"20250815004","白雪",207.29999999999998,"completed","2001-08-14"
2723,"20250818003","白雪",90.5,"completed","2001-08-17"
2724,"20250820001","白雪",186.6,"completed","2001-08-19"
2725,"20250821005","白雪",96.5,"completed","2001-08-20"
2726,"20250823008","白雪",122.1,"completed","2001-08-22"
2727,"20250824004","白雪",198.4,"completed","2001-08-23"
2728,"20250826001","白雪",55,"completed","2001-08-25"
2729,"20250830001","白雪",231.70000000000002,"completed","2001-08-29"
2730,"20250901008","白雪",196.5,"completed","2001-08-31"
2731,"20250903007","白雪",275.4,"completed","2001-09-02"
2732,"20250904006","白雪",179.6,"completed","2001-09-03"
2733,"20250905007","白雪",69.5,"completed","2001-09-04"
2734,"20250906003","白雪",44.5,"completed","2001-09-05"
2735,"20250906008","白雪",85.5,"completed","2001-09-05"
2736,"20250908005","白雪",107.4,"completed","2001-09-07"
2737,"20250909004","白雪",372.7,"completed","2001-09-08"
2738,"20250910004","白雪",196.2,"completed","2001-09-09"
2739,"20250911005","白雪",274.6,"completed","2001-09-10"
2740,"20250912005","白雪",104,"completed","2001-09-11"
2741,"20250913007","白雪",137.4,"completed","2001-09-12"
2742,"20250914007","白雪",118.3,"completed","2001-09-13"
2743,"20250915001","白雪",214.4,"completed","2001-09-14"
2744,"20250918004","白雪",142.39999999999998,"completed","2001-09-17"
2745,"20250920001","白雪",88,"completed","2001-09-19"
2746,"20250921003","白雪",387.6,"completed","2001-09-20"
2747,"20250923002","白雪",158,"completed","2001-09-22"
2748,"20250924005","白雪",175.5,"completed","2001-09-23"
2749,"20250926001","白雪",69,"completed","2001-09-25"
2750,"20250308001","红平",596,"completed","2001-03-07"
2751,"20250403001","红平",1158.5,"completed","2001-04-02"
2752,"20250507001","红平",1784.4,"completed","2001-05-06"
2753,"20250607004","红平",410.8,"completed","2001-06-06"
2754,"20250703001","红平",1691.1,"completed","2001-07-02"
2755,"20250901003","红平",1090,"completed","2001-08-31"
2756,"20250901004","红平",734.5,"completed","2001-08-31"
2757,"20250105003","罗义",330,"completed","2001-01-04"
2758,"20250116001","罗义",489.4,"completed","2001-01-15"
2759,"20250119005","罗义",74,"completed","2001-01-18"
2760,"20250213003","罗义",662,"completed","2001-02-12"
2761,"20250220001","罗义",222,"completed","2001-02-19"
2762,"20250227002","罗义",150,"completed","2001-02-26"
2763,"20250327004","罗义",130,"completed","2001-03-26"
2764,"20250405001","罗义",384,"completed","2001-04-04"
2765,"20250415007","罗义",75,"completed","2001-04-14"
2766,"20250502010","罗义",40,"completed","2001-05-01"
2767,"20250504007","罗义",314.5,"completed","2001-05-03"
2768,"20250505001","罗义",150,"completed","2001-05-04"
2769,"20250508002","罗义",632,"completed","2001-05-07"
2770,"20250514001","罗义",177,"completed","2001-05-13"
2771,"20250519003","罗义",631.2,"completed","2001-05-18"
2772,"20250524007","罗义",120.5,"completed","2001-05-23"
2773,"20250527005","罗义",219,"completed","2001-05-26"
2774,"20250605004","罗义",286.4,"completed","2001-06-04"
2775,"20250612002","罗义",154,"completed","2001-06-11"
2776,"20250616005","罗义",660.5,"completed","2001-06-15"
2777,"20250618003","罗义",454.5,"completed","2001-06-17"
2778,"20250624006","罗义",148,"completed","2001-06-23"
2779,"20250712003","罗义",40,"completed","2001-07-11"
2780,"20250715001","罗义",339,"completed","2001-07-14"
2781,"20250715006","罗义",93,"completed","2001-07-14"
2782,"20250727002","罗义",70.5,"completed","2001-07-26"
2783,"20250729002","罗义",390.5,"completed","2001-07-28"
2784,"20250802004","罗义",125,"completed","2001-08-01"
2785,"20250810005","罗义",72,"completed","2001-08-09"
2786,"20250815005","罗义",228,"completed","2001-08-14"
2787,"20250821001","罗义",364,"completed","2001-08-20"
2788,"20250908007","罗义",609,"completed","2001-09-07"
2789,"20250920003","罗义",104,"completed","2001-09-19"
2790,"20250510001","老薛",161,"completed","2001-05-09"
2791,"20250708012","胡老板",610,"completed","2001-07-07"
2792,"20250721001","胡老板",332,"completed","2001-07-20"
2793,"20250727009","胡老板",308,"completed","2001-07-26"
2794,"20250803003","胡老板",332,"completed","2001-08-02"
2795,"20250818004","胡老板",324,"completed","2001-08-17"
2796,"20250518004","良良",415,"completed","2001-05-17"
2797,"20250430002","花开正好",108,"completed","2001-04-29"
2798,"20250622006","花开正好",231,"completed","2001-06-21"
2799,"20250718002","花开正好",220,"completed","2001-07-17"
2800,"20250816002","花开正好",182.5,"completed","2001-08-15"
2801,"20250101005","苏慧",261,"completed","2000-12-31"
2802,"20250121001","苏慧",565.5,"completed","2001-01-20"
2803,"20250228003","苏慧",264,"completed","2001-02-27"
2804,"20250315005","苏慧",364.5,"completed","2001-03-14"
2805,"20250325002","苏慧",141,"completed","2001-03-24"
2806,"20250402006","苏慧",651,"completed","2001-04-01"
2807,"20250405011","苏慧",381.5,"completed","2001-04-04"
2808,"20250409003","苏慧",262,"completed","2001-04-08"
2809,"20250418003","苏慧",146,"completed","2001-04-17"
2810,"20250424002","苏慧",701,"completed","2001-04-23"
2811,"20250501004","苏慧",1101.8,"completed","2001-04-30"
2812,"20250503009","苏慧",200,"completed","2001-05-02"
2813,"20250504005","苏慧",442,"completed","2001-05-03"
2814,"20250508005","苏慧",550.6,"completed","2001-05-07"
2815,"20250517004","苏慧",199,"completed","2001-05-16"
2816,"20250528004","苏慧",681,"completed","2001-05-27"
2817,"20250603003","苏慧",316,"completed","2001-06-02"
2818,"20250615004","苏慧",341,"completed","2001-06-14"
2819,"20250618002","苏慧",107.5,"completed","2001-06-17"
2820,"20250622009","苏慧",188,"completed","2001-06-21"
2821,"20250712014","苏慧",498,"completed","2001-07-11"
2822,"20250719004","苏慧",512.6,"completed","2001-07-18"
2823,"20250725001","苏慧",724.5,"completed","2001-07-24"
2824,"20250805008","苏慧",918,"completed","2001-08-04"
2825,"20250813002","苏慧",196,"completed","2001-08-12"
2826,"20250819006","苏慧",602.1,"completed","2001-08-18"
2827,"20250828005","苏慧",505.7,"completed","2001-08-27"
2828,"20250903004","苏慧",571.8,"completed","2001-09-02"
2829,"20250908003","苏慧",522.5,"completed","2001-09-07"
2830,"20250920002","苏慧",563.1,"completed","2001-09-19"
2831,"20250109002","范家园渔具店",401,"completed","2001-01-08"
2832,"20250118002","范家园渔具店",262,"completed","2001-01-17"
2833,"20250204002","范家园渔具店",339,"completed","2001-02-03"
2834,"20250225003","范家园渔具店",381,"completed","2001-02-24"
2835,"20250228005","范家园渔具店",294.5,"completed","2001-02-27"
2836,"20250307003","范家园渔具店",128,"completed","2001-03-06"
2837,"20250403006","范家园渔具店",136,"completed","2001-04-02"
2838,"20250407001","范家园渔具店",129,"completed","2001-04-06"
2839,"20250414006","范家园渔具店",211,"completed","2001-04-13"
2840,"20250425006","范家园渔具店",100,"completed","2001-04-24"
2841,"20250430005","范家园渔具店",551.5,"completed","2001-04-29"
2842,"20250502007","范家园渔具店",298,"completed","2001-05-01"
2843,"20250509001","范家园渔具店",409,"completed","2001-05-08"
2844,"20250518003","范家园渔具店",413,"completed","2001-05-17"
2845,"20250523009","范家园渔具店",180,"completed","2001-05-22"
2846,"20250601002","范家园渔具店",132.5,"completed","2001-05-31"
2847,"20250619001","范家园渔具店",1506.6,"completed","2001-06-18"
2848,"20250717012","范家园渔具店",300,"completed","2001-07-16"
2849,"20250722006","范家园渔具店",311,"completed","2001-07-21"
2850,"20250728001","范家园渔具店",526,"completed","2001-07-27"
2851,"20250805009","范家园渔具店",440,"completed","2001-08-04"
2852,"20250812003","范家园渔具店",292,"completed","2001-08-11"
2853,"20250817008","范家园渔具店",1109,"completed","2001-08-16"
2854,"20250831001","范家园渔具店",500,"completed","2001-08-30"
2855,"20250904008","范家园渔具店",507,"completed","2001-09-03"
2856,"20250907010","范家园渔具店",100,"completed","2001-09-06"
2857,"20250913005","范家园渔具店",141.5,"completed","2001-09-12"
2858,"20250914010","范家园渔具店",858,"completed","2001-09-13"
2859,"20250916001","范家园渔具店",237,"completed","2001-09-15"
2860,"20250925002","范家园渔具店",614.5,"completed","2001-09-24"
2861,"20250107002","蔡国华",470.5,"completed","2001-01-06"
2862,"20250120003","蔡国华",360,"completed","2001-01-19"
2863,"20250209001","蔡国华",942,"completed","2001-02-08"
2864,"20250308002","蔡国华",260,"completed","2001-03-07"
2865,"20250321007","蔡国华",620,"completed","2001-03-20"
2866,"20250326002","蔡国华",140,"completed","2001-03-25"
2867,"20250405002","蔡国华",210,"completed","2001-04-04"
2868,"20250415006","蔡国华",196,"completed","2001-04-14"
2869,"20250423002","蔡国华",507,"completed","2001-04-22"
2870,"20250502003","蔡国华",334,"completed","2001-05-01"
2871,"20250514004","蔡国华",261,"completed","2001-05-13"
2872,"20250522001","蔡国华",674,"completed","2001-05-21"
2873,"20250527002","蔡国华",136,"completed","2001-05-26"
2874,"20250608005","蔡国华",246,"completed","2001-06-07"
2875,"20250614002","蔡国华",1621,"completed","2001-06-13"
2876,"20250630003","蔡国华",717.5,"completed","2001-06-29"
2877,"20250710001","蔡国华",731,"completed","2001-07-09"
2878,"20250722004","蔡国华",1544.3,"completed","2001-07-21"
2879,"20250725007","蔡国华",1027,"completed","2001-07-24"
2880,"20250802003","蔡国华",720,"completed","2001-08-01"
2881,"20250811006","蔡国华",1299.8,"completed","2001-08-10"
2882,"20250819003","蔡国华",296,"completed","2001-08-18"
2883,"20250827004","蔡国华",902.8,"completed","2001-08-26"
2884,"20250830005","蔡国华",611,"completed","2001-08-29"
2885,"20250905008","蔡国华",364,"completed","2001-09-04"
2886,"20250915004","蔡国华",351,"completed","2001-09-14"
2887,"20250103003","赵老板",335,"completed","2001-01-02"
2888,"20250106004","赵老板",359.5,"completed","2001-01-05"
2889,"20250119001","赵老板",870,"completed","2001-01-18"
2890,"20250122007","赵老板",1000,"completed","2001-01-21"
2891,"20250210002","赵老板",1270,"completed","2001-02-09"
2892,"20250226002","赵老板",1266,"completed","2001-02-25"
2893,"20250307002","赵老板",608.6,"completed","2001-03-06"
2894,"20250321001","赵老板",400,"completed","2001-03-20"
2895,"20250322008","赵老板",540,"completed","2001-03-21"
2896,"20250325003","赵老板",180,"completed","2001-03-24"
2897,"20250331006","赵老板",94,"completed","2001-03-30"
2898,"20250404006","赵老板",236,"completed","2001-04-03"
2899,"20250408005","赵老板",966,"completed","2001-04-07"
2900,"20250411001","赵老板",420,"completed","2001-04-10"
2901,"20250411002","赵老板",824,"completed","2001-04-10"
2902,"20250413005","赵老板",419,"completed","2001-04-12"
2903,"20250419009","赵老板",1440.3,"completed","2001-04-18"
